"baum-dwo" "baum-eco" "baum-go" "baum-lpo" "baum-lwso" "baum-mlo" "baum-mo" "baum-oo" "baum-rbo" "baum-ro" "baum-so" "baum-tto" "baum-two" "baum-wwo" "evans-dmao" "evans-fmo" "thompson-cso" "thompson-hmo" "thompson-ko" "thompson-owo" "thompson-spo" "thompson-who"
"pink" 0.0237732978318752 0.0187451965433858 0.0126604714759578 0.159289779967717 0.00902445627650934 0.0118374014536329 0.070753525041694 0.00261123877167328 0.00471698113207547 0.00507691526628421 0.00875062895145589 0.0125712370097218 0 0.00764155989709366 0.0028582861716115 0 0.00655780706931602 0.00291468710833892 0.0319447993866599 0.00534202302411923 0.0145167377986819 0.0608532984741599
"sorceress" 0 0.0262432751607401 0.156989846301876 0.0361056834593492 0 0.0923317313383366 0.0277960276949512 0.0130561938583664 0.00707547169811321 0.0101538305325684 0.0262518868543677 0.00838082467314784 0.00911971911265133 0.0101887465294582 0.00142914308580575 0 0 0.0116587484333557 0.0170372263395519 0.0213680920964769 0 0.0157767810858933
"wouldn^t" 0.0285279573982503 0.0431139520497872 0.0177246600663409 0.040353410925155 0 0.00710244087217974 0.0429574973467428 0.0313348652600794 0.0165094339622642 0.0279230339645631 0.0218765723786397 0.0104760308414348 0.0319190168942797 0 0.0185788601154748 0.0386879266034764 0.0196734212079481 0.0233174968667114 0 0.0213680920964769 0.023226780477891 0.0157767810858933
"couldn^t" 0.0261506276150628 0.0318668341237558 0.0379814144278733 0.0467250021238637 0.0360978251060374 0.0118374014536329 0.0303229393035832 0.0235011489450595 0.0259433962264151 0.0431537797634158 0.0196889151407757 0.0188568555145826 0.027359157337954 0.00509437326472911 0.0271537186303093 0.0165805399729185 0.00874374275908803 0.0204028097583724 0 0.0160260690723577 0.0203234329181546 0.00450765173882666
"held" 0.0404146063141879 0.0206197161977243 0.0278530372471071 0.0106193186645145 0.027073368829528 0.0213073226165392 0.0303229393035832 0.0287236264884061 0.0283018867924528 0.0228461186982789 0.0350025158058235 0.0209520616828696 0.0113996488908142 0.0178303064265519 0.0185788601154748 0 0.0174874855181761 0.0174881226500335 0.0404634125564358 0.0267101151205962 0.0145167377986819 0.0157767810858933
"hope" 0.0190186382655002 0.0187451965433858 0.0202567543615324 0.0318579559935435 0.027073368829528 0.0307772437794455 0.0252691160863193 0.018278671401713 0.0165094339622642 0.0355384068639894 0.0240642296165037 0.0188568555145826 0.0182394382253027 0.022924679691281 0.0314411478877265 0.0331610799458369 0.013115614138632 0.0233174968667114 0.00851861316977596 0.0186970805844173 0.023226780477891 0.0157767810858933
"call" 0.0213959680486877 0.0262432751607401 0.0177246600663409 0.0148670461303203 0.00902445627650934 0.0213073226165392 0.0101076464345277 0.0235011489450595 0.0141509433962264 0.0304614915977052 0.0131259434271838 0.0146664431780087 0.00911971911265133 0.0407549861178329 0.0242954324586978 0.0221073866305579 0.0568343279340722 0.034976245300067 0.0212965329244399 0.0160260690723577 0.0203234329181546 0.0180306069553066
"desert" 0 0.0543610699758187 0.0101283771807662 0.00637159119870869 0.00902445627650934 0.00946992116290632 0.0227422044776874 0.0313348652600794 0.0165094339622642 0.0558460679291263 0.0284395440922316 0.0104760308414348 0.00455985955632567 0.0356606128531037 0.00142914308580575 0.011053693315279 0.0240452925874921 0.0262321839750503 0.0276854928017719 0.00534202302411923 0.0609702987544639 0.0428226915188533
"kansas" 0.0285279573982503 0.0562355896301573 0.00759628288557466 0.0021238637329029 0.027073368829528 0.00473496058145316 0.00252691160863193 0.0548360142051389 0.00471698113207547 0.0558460679291263 0.00218765723786397 0.00209520616828696 0.00455985955632567 0.129906518250592 0.0443034356599783 0.0138171166440987 0 0 0.00638895987733197 0.0293811266326558 0 0.00676147760823999
"passed" 0.0332826169646253 0.0281177948150786 0.0151925657711493 0.0254863647948348 0.027073368829528 0.0260422831979924 0.0202152928690554 0.0339461040317527 0.0165094339622642 0.0355384068639894 0.0328148585679596 0.0167616493462957 0.0250792275597912 0.0483965460149265 0.017149717029669 0.011053693315279 0.00655780706931602 0.0174881226500335 0.0234261862168839 0.0133550575602981 0.0145167377986819 0.00676147760823999
"real" 0.0570559147965006 0.0318668341237558 0.0177246600663409 0.00849545493161159 0.027073368829528 0.0189398423258126 0.0126345580431597 0.0104449550866931 0.0283018867924528 0.0203076610651368 0.00875062895145589 0.0167616493462957 0.0113996488908142 0.00764155989709366 0.0357285771451438 0.0248708099593777 0.0349749710363521 0.0291468710833892 0.0149075730471079 0.034723149656775 0.0174200853584183 0.0157767810858933
"discovered" 0.0190186382655002 0.01312163758037 0.0303851315422986 0.0446011383909608 0 0.0568195269774379 0.035376762520847 0.0313348652600794 0.0188679245283019 0.0152307457988526 0.0262518868543677 0.0167616493462957 0.0319190168942797 0.00764155989709366 0.0028582861716115 0.00276342332881974 0.013115614138632 0.0174881226500335 0.0191668796319959 0.0160260690723577 0.0174200853584183 0.0428226915188533
"flew" 0.0285279573982503 0.0112471179260315 0.00253209429519155 0.021238637329029 0.0451222813825467 0.0236748029072658 0.0328498509122151 0.0339461040317527 0.0377358490566038 0.0228461186982789 0.0350025158058235 0.0125712370097218 0.0113996488908142 0.0662268524414784 0.0142914308580575 0.011053693315279 0.0284171639670361 0.0116587484333557 0.0212965329244399 0.0213680920964769 0 0.0157767810858933
"grew" 0.0475465956637505 0.0243687555064015 0.00506418859038311 0.0297340922606406 0.027073368829528 0.0189398423258126 0.0101076464345277 0.0287236264884061 0.0212264150943396 0.0279230339645631 0.0306272013300956 0.0251424740194435 0.0159595084471398 0.0331134262207392 0.00857485851483451 0.011053693315279 0.013115614138632 0.00874406132501676 0.0298151460942159 0.0240391036085366 0.023226780477891 0.0292997363023733
"huge" 0.00950931913275009 0.00562355896301573 0.0202567543615324 0.0106193186645145 0.027073368829528 0.0118374014536329 0.0126345580431597 0.0104449550866931 0.0683962264150943 0.0177692034319947 0.0131259434271838 0.0167616493462957 0.0182394382253027 0.00254718663236455 0.0128622877722518 0.0221073866305579 0.0480905851749842 0.0262321839750503 0.0383337592639918 0.0400651726808943 0.046453560955782 0.0247920845635466
"standing" 0.0261506276150628 0.0262432751607401 0.0177246600663409 0.0297340922606406 0.027073368829528 0.0260422831979924 0.0202152928690554 0.0391685815750992 0.0283018867924528 0.0177692034319947 0.0109382861893199 0.0188568555145826 0.0250792275597912 0.0305662395883746 0.0157205739438633 0.00276342332881974 0.0218593568977201 0.0262321839750503 0.0212965329244399 0.0267101151205962 0.0261301280376274 0.0112691293470666
"straight" 0.0142639786991251 0.0112471179260315 0.0177246600663409 0.0127431823974174 0.0451222813825467 0.0165723620350861 0.0126345580431597 0.0208899101733863 0.0283018867924528 0.0126922881657105 0.0393778302815515 0.0230472678511566 0.0227992977816283 0.0178303064265519 0.00857485851483451 0.011053693315279 0.0262312282772641 0.0262321839750503 0.0425930658488798 0.0507492187291327 0.0435502133960456 0.01352295521648
"there^s" 0.00950931913275009 0.0187451965433858 0.0101283771807662 0.0191147735961261 0.00902445627650934 0.0213073226165392 0.0277960276949512 0.0104449550866931 0.0306603773584906 0.0304614915977052 0.0525037737087353 0.0293328863560174 0.00455985955632567 0.00254718663236455 0.0257245755445035 0.00829026998645923 0.0568343279340722 0.0262321839750503 0 0.00801303453617885 0.0377435182765729 0.0315535621717866
"you^ll" 0.0213959680486877 0.0299923144694172 0.0101283771807662 0.0106193186645145 0.00902445627650934 0.0165723620350861 0.0404305857381109 0.0104449550866931 0.0141509433962264 0.0279230339645631 0.0240642296165037 0.0314280925243044 0.013679578668977 0 0.0157205739438633 0.0248708099593777 0.0327890353465801 0.037890932408406 0 0.0427361841929539 0.0406468658363093 0.0338073880411999
"caught" 0.0356599467478129 0.01312163758037 0.0177246600663409 0.00849545493161159 0.0360978251060374 0.0260422831979924 0.0227422044776874 0.0208899101733863 0.0283018867924528 0.0279230339645631 0.0284395440922316 0.0209520616828696 0.013679578668977 0.0356606128531037 0.0242954324586978 0.0138171166440987 0.0218593568977201 0.0320615581917281 0.0149075730471079 0.00801303453617885 0.0377435182765729 0.01352295521648
"easily" 0.0261506276150628 0.0206197161977243 0.0329172258374902 0.021238637329029 0.0180489125530187 0.0355122043608987 0.0252691160863193 0.0235011489450595 0.00943396226415094 0.0203076610651368 0.0262518868543677 0.0293328863560174 0.0159595084471398 0.0331134262207392 0.011433144686446 0.011053693315279 0.0196734212079481 0.0204028097583724 0.0127779197546639 0.0213680920964769 0.0261301280376274 0.0292997363023733
"form" 0.00950931913275009 0.00937259827169288 0.045577697313448 0.0297340922606406 0.0631711939355654 0.0378796846516253 0.0783342598675898 0.0365573428034259 0 0.00761537289942631 0.0175012579029118 0.0104760308414348 0.0866373315701876 0.0101887465294582 0.0242954324586978 0.0303976566170172 0.00655780706931602 0 0.00212965329244399 0.00534202302411923 0.00580669511947275 0
"ork" 0 0 0 0.00424772746580579 0 0 0 0 0 0 0.439719104810658 0 0 0 0 0 0 0 0 0 0 0
"dorothy^s" 0.0356599467478129 0.0318668341237558 0.0151925657711493 0.00849545493161159 0.0360978251060374 0.00236748029072658 0.0176883812604235 0.0339461040317527 0.0518867924528302 0.0304614915977052 0.00437531447572794 0.00209520616828696 0.0113996488908142 0.0534909192796556 0.0471617218315898 0.00552684665763948 0 0.00582937421667784 0 0.0240391036085366 0 0.0585994726047466
"lot" 0.0190186382655002 0.0281177948150786 0.0253209429519155 0.0297340922606406 0.027073368829528 0.00710244087217974 0.0227422044776874 0.018278671401713 0.0117924528301887 0.0304614915977052 0.0109382861893199 0.0167616493462957 0.0205193680034655 0.0101887465294582 0.0414451494883668 0.074612429878133 0.01092967844886 0.0116587484333557 0.0298151460942159 0.00267101151205962 0.00871004267920913 0.0157767810858933
"though" 0.0166413084823127 0.00562355896301573 0.0151925657711493 0.0191147735961261 0.0360978251060374 0.00946992116290632 0.00758073482589579 0.0156674326300397 0.0306603773584906 0.0152307457988526 0.0109382861893199 0.0104760308414348 0.0227992977816283 0.00509437326472911 0.0142914308580575 0.0690855832204935 0.0327890353465801 0.0408056195167449 0.0170372263395519 0.0320521381447154 0.0348401707168365 0.0518379949965066
"trying" 0.0142639786991251 0.0187451965433858 0.0101283771807662 0.00849545493161159 0.0451222813825467 0.0189398423258126 0.0126345580431597 0.0130561938583664 0.0377358490566038 0.0177692034319947 0.0218765723786397 0.0293328863560174 0.0159595084471398 0.00509437326472911 0.0414451494883668 0.0248708099593777 0.013115614138632 0.0233174968667114 0.0362041059715478 0.0240391036085366 0.0290334755973638 0.0247920845635466
"grand" 0.00950931913275009 0.0524865503214801 0.0101283771807662 0.00637159119870869 0 0.00473496058145316 0.00505382321726386 0.00522247754334656 0.172169811320755 0.0355384068639894 0.00875062895145589 0.00209520616828696 0.0113996488908142 0.00254718663236455 0.00142914308580575 0.0193439633017382 0.00655780706931602 0.0145734355416946 0.0170372263395519 0.0240391036085366 0.0261301280376274 0.0360612139106133
"short" 0.0309052871814378 0.01312163758037 0.0101283771807662 0.0191147735961261 0 0.0260422831979924 0.00758073482589579 0.0130561938583664 0.0306603773584906 0.025384576331421 0.0218765723786397 0.00628561850486088 0.0205193680034655 0.0407549861178329 0.0185788601154748 0.0303976566170172 0.0240452925874921 0.0116587484333557 0.0276854928017719 0.0293811266326558 0.0261301280376274 0.0360612139106133
"carefully" 0.0261506276150628 0.0318668341237558 0.0278530372471071 0.0233625010619319 0.0180489125530187 0.0544520466867113 0.0202152928690554 0.0156674326300397 0.0330188679245283 0.0228461186982789 0.0175012579029118 0.0188568555145826 0.0250792275597912 0.045849359382562 0.00142914308580575 0.00552684665763948 0.0196734212079481 0.00582937421667784 0.0255558395093279 0.00801303453617885 0.0145167377986819 0.0180306069553066
"sleep" 0.0237732978318752 0.0187451965433858 0.0101283771807662 0.0191147735961261 0.027073368829528 0.0213073226165392 0.0176883812604235 0.0287236264884061 0.0235849056603774 0.0101538305325684 0.0371901730436875 0.0146664431780087 0.0250792275597912 0.0356606128531037 0.0314411478877265 0.0331610799458369 0 0.00291468710833892 0.0234261862168839 0.0186970805844173 0.0435502133960456 0.01352295521648
"escape" 0.054678585013313 0.01312163758037 0.0329172258374902 0.0148670461303203 0.027073368829528 0.073391889012524 0.0277960276949512 0.018278671401713 0.0165094339622642 0.0152307457988526 0.0262518868543677 0.0356185048608783 0.041038736006931 0.00764155989709366 0.011433144686446 0 0 0.00582937421667784 0.00212965329244399 0.0293811266326558 0.0203234329181546 0.0112691293470666
"ev" 0.00475465956637505 0.0187451965433858 0.00253209429519155 0.0106193186645145 0 0 0.00758073482589579 0.193231669103823 0.00235849056603774 0.0152307457988526 0.00437531447572794 0.00419041233657392 0 0 0 0 0.015301549828404 0.00582937421667784 0.0724082119430957 0 0.101617164590773 0.0338073880411999
"thank" 0.0166413084823127 0.0243687555064015 0.0126604714759578 0.0148670461303203 0.027073368829528 0.0236748029072658 0.0101076464345277 0.0261123877167328 0.0141509433962264 0.0126922881657105 0.00875062895145589 0.0167616493462957 0.0250792275597912 0.0331134262207392 0.062882295775453 0.0165805399729185 0.00874374275908803 0.0174881226500335 0.0255558395093279 0.0106840460482385 0.0377435182765729 0.00901530347765332
"truth" 0.00713198934956257 0.00187451965433858 0.00506418859038311 0.0700875031857956 0 0.0236748029072658 0.0101076464345277 0.00261123877167328 0.0188679245283019 0.0456922373965579 0.00875062895145589 0.0125712370097218 0.0068397893344885 0.00509437326472911 0.111473160692849 0.011053693315279 0.0196734212079481 0.00582937421667784 0.00425930658488798 0.0106840460482385 0.00290334755973638 0.00901530347765332
"sitting" 0.0118866489159376 0.00937259827169288 0.00506418859038311 0.0127431823974174 0.027073368829528 0.0118374014536329 0.0176883812604235 0.0104449550866931 0.0330188679245283 0.0431537797634158 0.0240642296165037 0.0125712370097218 0.0113996488908142 0.0203774930589164 0.0371577202309495 0.0138171166440987 0.013115614138632 0.0291468710833892 0.0489820257262118 0.0293811266326558 0.0145167377986819 0.0315535621717866
"understand" 0.0142639786991251 0.0149961572347086 0.0278530372471071 0.0191147735961261 0 0.0544520466867113 0.0151614696517916 0.0130561938583664 0.0165094339622642 0.0152307457988526 0.0131259434271838 0.0293328863560174 0.0227992977816283 0.0203774930589164 0.0485908649173955 0.0276342332881974 0.0174874855181761 0.0145734355416946 0.0106482664622199 0.00534202302411923 0.0116133902389455 0.0247920845635466
"what^s" 0.0166413084823127 0.0262432751607401 0.00253209429519155 0.021238637329029 0.00902445627650934 0.00710244087217974 0.0176883812604235 0.0235011489450595 0.0306603773584906 0.0533076102959842 0.0371901730436875 0.0230472678511566 0.013679578668977 0 0.0157205739438633 0.0221073866305579 0.0437187137954401 0.0262321839750503 0 0.0133550575602981 0.0290334755973638 0.0338073880411999
"carried" 0.0237732978318752 0.0243687555064015 0.0151925657711493 0.021238637329029 0.0180489125530187 0.028409763488719 0.0252691160863193 0.0208899101733863 0.00707547169811321 0.0203076610651368 0.0240642296165037 0.0125712370097218 0.0227992977816283 0.0789627856033012 0.005716572343223 0.00829026998645923 0.0415327781056681 0.0233174968667114 0.0212965329244399 0.0160260690723577 0.00580669511947275 0.0112691293470666
"getting" 0.0190186382655002 0.0412394323954487 0.0126604714759578 0.0276102285277377 0.027073368829528 0.00946992116290632 0.0252691160863193 0.018278671401713 0.0165094339622642 0.025384576331421 0.0306272013300956 0.0167616493462957 0.0296390871161168 0.0101887465294582 0.0242954324586978 0.0276342332881974 0.013115614138632 0.0204028097583724 0.0298151460942159 0.0133550575602981 0.00580669511947275 0.0180306069553066
"instead" 0.0190186382655002 0.0112471179260315 0.0202567543615324 0.00849545493161159 0.027073368829528 0.0260422831979924 0.0176883812604235 0.0235011489450595 0.0165094339622642 0.0126922881657105 0.0175012579029118 0.0356185048608783 0.0113996488908142 0.0203774930589164 0.0128622877722518 0.0276342332881974 0.0349749710363521 0.0233174968667114 0.0149075730471079 0.0320521381447154 0.046453560955782 0.0292997363023733
